id,production_run_id,workstation_id,product_id,unit_sequence,defect_type,defect_code,defect_description,severity,detected_timestamp,is_reworkable,was_reworked
1095,145,2,3,279,Fit/Finish,FIT-9309,Gap too wide,Major,2024-01-17 06:20:02,0,0
1096,145,8,2,150,Cosmetic,COS-8191,Scuff mark,Moderate,2024-01-17 11:54:54,1,1
1097,146,8,2,34,Fit/Finish,FIT-4538,Gap too wide,Critical,2024-01-17 17:37:38,0,0
1098,146,5,2,115,Fit/Finish,FIT-1059,Door sag,Minor,2024-01-17 15:58:10,1,1
1099,146,4,2,148,Cosmetic,COS-4097,Scuff mark,Minor,2024-01-17 14:33:36,1,1
1100,146,3,3,187,Cosmetic,COS-1211,Scratch,Minor,2024-01-17 17:58:19,1,1
1101,146,6,1,58,Fit/Finish,FIT-3391,Door sag,Major,2024-01-17 15:34:41,0,0
1102,146,5,1,96,Weld Defect,WLD-3512,Crack in weld,Minor,2024-01-17 19:38:48,1,1
1103,146,4,2,12,Fit/Finish,FIT-4795,Gap too wide,Major,2024-01-17 19:28:26,1,1
1104,146,3,2,55,Cosmetic,COS-7985,Stain,Major,2024-01-17 20:51:49,0,0
1105,146,8,1,275,Cosmetic,COS-9908,Scratch,Moderate,2024-01-17 15:59:54,1,1
1106,146,1,1,84,Weld Defect,WLD-1968,Weld spatter,Moderate,2024-01-17 14:48:06,1,0
1107,146,1,2,116,Weld Defect,WLD-9520,Crack in weld,Moderate,2024-01-17 16:10:21,1,1
1108,147,7,3,247,Weld Defect,WLD-8080,Porosity,Minor,2024-01-18 01:08:27,1,1
1109,147,6,2,273,Fit/Finish,FIT-3783,Flush issue,Minor,2024-01-18 01:44:36,1,1
1110,147,9,2,3,Fit/Finish,FIT-4199,Door sag,Moderate,2024-01-18 03:51:12,1,1
1111,147,3,1,59,Weld Defect,WLD-8126,Incomplete weld,Minor,2024-01-18 03:03:28,1,1
1112,147,4,3,31,Weld Defect,WLD-2279,Incomplete weld,Moderate,2024-01-18 02:37:25,1,1
1113,147,12,1,161,Cosmetic,COS-7910,Stain,Minor,2024-01-17 22:35:47,1,1
1114,147,7,2,55,Fit/Finish,FIT-9824,Door sag,Moderate,2024-01-18 02:40:36,1,1
1115,147,12,2,289,Fit/Finish,FIT-4558,Door sag,Minor,2024-01-18 01:13:25,1,1
1116,147,12,2,291,Weld Defect,WLD-3610,Crack in weld,Minor,2024-01-17 23:30:59,1,0
1117,148,19,3,32,Cosmetic,COS-5677,Dent,Minor,2024-01-17 07:41:26,1,0
1118,148,13,3,80,Paint Defect,PNT-9837,Orange peel,Major,2024-01-17 06:03:23,1,1
1119,148,20,2,23,Cosmetic,COS-1140,Stain,Minor,2024-01-17 07:38:57,1,1
1120,148,17,3,15,Cosmetic,COS-5606,Scuff mark,Moderate,2024-01-17 06:21:21,1,1
1121,148,18,3,197,Paint Defect,PNT-7159,Orange peel,Moderate,2024-01-17 07:19:47,1,1
1122,149,22,3,72,Paint Defect,PNT-2165,Runs/sags,Moderate,2024-01-17 20:35:28,1,1
1123,149,19,1,137,Paint Defect,PNT-9891,Dirt inclusion,Moderate,2024-01-17 16:18:29,1,1
1124,149,19,2,201,Paint Defect,PNT-6136,Overspray,Minor,2024-01-17 17:12:16,1,1
1125,149,15,1,1,Paint Defect,PNT-2380,Runs/sags,Moderate,2024-01-17 20:35:04,1,1
1126,149,14,3,214,Paint Defect,PNT-8680,Dirt inclusion,Minor,2024-01-17 20:16:10,1,1
1127,149,19,2,125,Paint Defect,PNT-3552,Overspray,Minor,2024-01-17 19:14:19,1,1
1128,149,18,2,171,Paint Defect,PNT-9371,Overspray,Minor,2024-01-17 18:44:54,1,1
1129,149,13,3,274,Paint Defect,PNT-1997,Overspray,Minor,2024-01-17 14:42:57,1,1
1130,149,13,1,224,Paint Defect,PNT-7209,Orange peel,Minor,2024-01-17 14:32:55,1,1
1131,150,19,3,290,Cosmetic,COS-8808,Stain,Critical,2024-01-18 02:16:53,1,1
1132,150,14,2,41,Paint Defect,PNT-8209,Dirt inclusion,Moderate,2024-01-17 23:43:54,1,1
1133,150,14,1,163,Paint Defect,PNT-9713,Runs/sags,Minor,2024-01-18 01:54:51,1,1
1134,150,15,3,136,Cosmetic,COS-4870,Scuff mark,Minor,2024-01-18 01:04:58,1,0
1135,150,15,3,265,Paint Defect,PNT-4843,Orange peel,Minor,2024-01-18 00:17:35,1,1
1136,150,21,3,133,Cosmetic,COS-9182,Scratch,Minor,2024-01-18 04:06:12,1,1
1137,150,17,2,159,Cosmetic,COS-3912,Dent,Critical,2024-01-18 03:15:40,0,0
1138,151,36,3,112,Electrical,ELC-8776,Connector fault,Minor,2024-01-17 07:21:28,0,0
1139,151,27,2,62,Fit/Finish,FIT-7043,Panel misalignment,Minor,2024-01-17 11:53:06,1,1
1140,151,25,3,289,Torque,TRQ-8331,Under-torque,Moderate,2024-01-17 10:47:23,1,0
1141,151,24,2,93,Fit/Finish,FIT-7781,Gap too wide,Moderate,2024-01-17 11:25:32,1,1
1142,152,23,1,123,Electrical,ELC-1512,Connector fault,Moderate,2024-01-17 17:54:47,1,1
1143,152,36,3,25,Fit/Finish,FIT-3748,Panel misalignment,Moderate,2024-01-17 19:43:50,0,0
1144,152,36,1,290,Missing Part,MIS-9569,Clip not installed,Minor,2024-01-17 20:21:37,1,1
1145,152,26,3,56,Missing Part,MIS-4227,Fastener missing,Minor,2024-01-17 16:36:09,1,1
1146,152,23,3,81,Torque,TRQ-6824,Over-torque,Major,2024-01-17 19:25:33,1,0
1147,152,33,2,86,Missing Part,MIS-5218,Fastener missing,Moderate,2024-01-17 17:35:50,1,1
1148,152,33,2,80,Electrical,ELC-2149,Wire harness damage,Moderate,2024-01-17 17:59:47,1,1
1149,152,27,3,69,Fit/Finish,FIT-7578,Gap too wide,Minor,2024-01-17 20:57:26,1,1
1150,153,23,3,41,Cosmetic,COS-9688,Scuff mark,Minor,2024-01-18 00:57:31,1,0
1151,153,25,3,135,Torque,TRQ-7246,Cross-threaded,Major,2024-01-18 01:00:14,0,0
1152,153,27,2,192,Fit/Finish,FIT-1721,Flush issue,Moderate,2024-01-17 22:14:26,1,1
1153,153,32,3,128,Torque,TRQ-5203,Under-torque,Moderate,2024-01-18 01:59:25,1,1
1154,153,30,3,131,Cosmetic,COS-4368,Dent,Moderate,2024-01-18 04:36:52,1,1
1155,154,42,1,2,Missing Part,MIS-4854,Clip not installed,Minor,2024-01-17 07:46:30,1,1
1156,154,48,1,230,Electrical,ELC-9338,Module not responding,Minor,2024-01-17 10:49:47,1,1
1157,154,49,1,31,Fit/Finish,FIT-6605,Gap too wide,Minor,2024-01-17 11:04:27,1,1
1158,154,41,2,30,Missing Part,MIS-5375,Clip not installed,Critical,2024-01-17 10:00:49,0,0
1159,154,43,2,27,Cosmetic,COS-4013,Scuff mark,Moderate,2024-01-17 06:14:30,1,1
1160,154,37,2,273,Fit/Finish,FIT-3449,Flush issue,Minor,2024-01-17 10:35:23,1,1
1161,154,43,1,264,Cosmetic,COS-3380,Dent,Minor,2024-01-17 12:45:55,1,1
1162,155,48,2,269,Electrical,ELC-6985,Connector fault,Major,2024-01-17 20:41:33,0,0
1163,155,42,3,39,Fit/Finish,FIT-2792,Panel misalignment,Moderate,2024-01-17 17:44:06,1,1
1164,155,38,2,218,Fluid Leak,LKG-1900,Oil leak,Minor,2024-01-17 16:22:09,1,1
1165,155,45,3,238,Electrical,ELC-9081,Connector fault,Moderate,2024-01-17 16:41:00,0,0
1166,155,42,2,269,Fit/Finish,FIT-4054,Panel misalignment,Major,2024-01-17 14:58:58,1,1
1167,156,49,1,147,Fluid Leak,LKG-2323,Oil leak,Moderate,2024-01-18 04:03:43,1,1
1168,156,39,1,206,Electrical,ELC-1657,Wire harness damage,Moderate,2024-01-18 00:38:20,1,1
1169,156,48,3,194,Electrical,ELC-5026,Wire harness damage,Moderate,2024-01-18 04:10:28,1,0
1170,156,48,2,188,Cosmetic,COS-4979,Stain,Moderate,2024-01-18 00:28:26,1,1
1171,156,38,2,234,Fluid Leak,LKG-2788,Fuel system leak,Major,2024-01-18 04:06:30,0,0
1172,156,45,1,133,Electrical,ELC-5786,Connector fault,Critical,2024-01-18 00:14:02,0,0
1173,156,43,2,215,Electrical,ELC-1821,Connector fault,Minor,2024-01-17 23:32:20,1,1
1174,156,39,3,162,Cosmetic,COS-3250,Scratch,Moderate,2024-01-17 22:57:50,0,0
1175,156,38,2,97,Fit/Finish,FIT-8179,Panel misalignment,Moderate,2024-01-18 04:41:11,1,1
1176,156,49,3,291,Missing Part,MIS-3331,Component missing,Minor,2024-01-18 03:18:59,1,1
1177,157,9,3,186,Fit/Finish,FIT-4644,Door sag,Minor,2024-01-18 07:45:05,1,1
1178,157,3,2,294,Weld Defect,WLD-5590,Crack in weld,Minor,2024-01-18 09:23:04,1,1
1179,157,7,1,54,Cosmetic,COS-5677,Stain,Minor,2024-01-18 07:29:29,1,1
1180,157,8,1,236,Weld Defect,WLD-8754,Crack in weld,Minor,2024-01-18 10:57:25,1,1
1181,157,10,1,234,Weld Defect,WLD-8821,Crack in weld,Minor,2024-01-18 12:52:06,1,1
1182,157,4,2,262,Weld Defect,WLD-8262,Porosity,Moderate,2024-01-18 12:41:35,1,1
1183,157,5,2,72,Cosmetic,COS-3597,Scuff mark,Minor,2024-01-18 06:22:52,1,1
1184,157,10,2,191,Cosmetic,COS-7392,Stain,Minor,2024-01-18 09:35:36,1,1
1185,157,1,2,249,Fit/Finish,FIT-5715,Door sag,Minor,2024-01-18 12:22:44,1,1
1186,157,9,1,120,Cosmetic,COS-1224,Stain,Moderate,2024-01-18 07:26:03,1,1
1187,158,4,2,97,Cosmetic,COS-6852,Stain,Moderate,2024-01-18 15:59:17,1,1
1188,158,4,3,164,Weld Defect,WLD-8790,Weld spatter,Minor,2024-01-18 15:12:04,1,1
1189,158,6,2,87,Weld Defect,WLD-8646,Porosity,Moderate,2024-01-18 16:43:56,1,1
1190,158,3,2,180,Weld Defect,WLD-2759,Incomplete weld,Minor,2024-01-18 16:55:26,0,0
1191,159,12,2,36,Cosmetic,COS-3594,Scuff mark,Moderate,2024-01-18 23:32:52,1,1
1192,159,9,2,161,Cosmetic,COS-1976,Scuff mark,Minor,2024-01-18 23:23:00,1,1
1193,159,5,1,71,Cosmetic,COS-4744,Scratch,Minor,2024-01-19 02:59:24,1,1
1194,159,1,1,104,Fit/Finish,FIT-5884,Door sag,Moderate,2024-01-19 00:43:23,1,1
1195,159,5,3,107,Cosmetic,COS-4981,Scratch,Minor,2024-01-19 01:41:19,1,1
1196,159,10,2,123,Weld Defect,WLD-2740,Weld spatter,Minor,2024-01-19 01:51:12,1,1
1197,160,16,3,139,Paint Defect,PNT-8837,Runs/sags,Moderate,2024-01-18 12:56:59,1,0
1198,160,15,2,69,Cosmetic,COS-3645,Scuff mark,Moderate,2024-01-18 10:13:10,1,1
1199,160,17,3,320,Paint Defect,PNT-2913,Color mismatch,Major,2024-01-18 06:47:48,0,0
1200,160,21,2,215,Cosmetic,COS-7763,Stain,Minor,2024-01-18 09:08:11,1,1
1201,160,15,1,208,Cosmetic,COS-9431,Scuff mark,Major,2024-01-18 06:06:10,1,1
1202,160,21,3,171,Cosmetic,COS-4472,Dent,Minor,2024-01-18 09:18:20,1,1
1203,160,17,3,27,Cosmetic,COS-2902,Scuff mark,Minor,2024-01-18 12:00:13,1,0
1204,160,21,3,70,Paint Defect,PNT-5597,Dirt inclusion,Minor,2024-01-18 09:03:22,1,1
1205,161,22,3,170,Paint Defect,PNT-5609,Color mismatch,Minor,2024-01-18 16:54:39,1,1
1206,161,19,1,270,Cosmetic,COS-9486,Dent,Major,2024-01-18 20:58:28,0,0
1207,161,20,1,212,Cosmetic,COS-2223,Dent,Moderate,2024-01-18 20:11:26,1,0
1208,161,22,2,204,Cosmetic,COS-8242,Stain,Moderate,2024-01-18 15:41:20,1,1
1209,161,16,2,264,Cosmetic,COS-2676,Stain,Minor,2024-01-18 14:13:52,1,1
1210,161,17,3,209,Paint Defect,PNT-2532,Color mismatch,Minor,2024-01-18 14:37:20,1,1
1211,161,19,2,108,Paint Defect,PNT-3293,Overspray,Minor,2024-01-18 17:00:24,1,1
1212,161,15,3,189,Cosmetic,COS-7862,Dent,Moderate,2024-01-18 19:56:01,1,0
1213,162,16,1,305,Cosmetic,COS-2781,Stain,Minor,2024-01-19 01:44:16,1,1
1214,162,19,3,316,Cosmetic,COS-9691,Scratch,Minor,2024-01-18 22:52:38,1,1
1215,162,20,2,306,Paint Defect,PNT-8459,Overspray,Moderate,2024-01-19 03:34:06,1,1
1216,162,20,3,278,Cosmetic,COS-7717,Dent,Major,2024-01-19 01:19:34,0,0
1217,162,18,2,36,Cosmetic,COS-8186,Scuff mark,Moderate,2024-01-19 00:58:07,1,1
1218,162,13,2,47,Paint Defect,PNT-9251,Dirt inclusion,Minor,2024-01-19 04:00:49,1,0
1219,162,21,1,52,Paint Defect,PNT-7885,Color mismatch,Moderate,2024-01-19 03:23:33,1,1
1220,162,18,1,71,Cosmetic,COS-4312,Scratch,Moderate,2024-01-18 23:53:16,1,1
1221,163,27,2,30,Electrical,ELC-9422,Module not responding,Moderate,2024-01-18 12:00:21,1,1
1222,163,23,3,210,Missing Part,MIS-4485,Fastener missing,Moderate,2024-01-18 09:28:23,1,1
1223,163,23,3,272,Missing Part,MIS-5043,Component missing,Minor,2024-01-18 12:22:43,1,1
1224,163,23,1,158,Cosmetic,COS-8557,Dent,Minor,2024-01-18 08:25:13,1,1
1225,164,28,2,196,Torque,TRQ-5225,Over-torque,Major,2024-01-18 19:31:36,1,1
1226,164,30,3,276,Cosmetic,COS-8853,Scratch,Minor,2024-01-18 14:53:52,0,0
1227,164,26,1,109,Electrical,ELC-6174,Wire harness damage,Minor,2024-01-18 17:02:18,1,1
1228,164,25,1,203,Torque,TRQ-5245,Under-torque,Moderate,2024-01-18 17:25:31,0,0
1229,164,32,3,24,Missing Part,MIS-5600,Fastener missing,Moderate,2024-01-18 19:49:22,0,0
1230,164,32,1,202,Cosmetic,COS-5885,Scuff mark,Moderate,2024-01-18 18:01:25,1,1
1231,164,31,3,203,Torque,TRQ-8960,Cross-threaded,Minor,2024-01-18 15:25:55,1,1
1232,164,27,1,162,Fit/Finish,FIT-5925,Door sag,Minor,2024-01-18 18:59:04,1,1
1233,164,25,1,91,Torque,TRQ-3830,Under-torque,Moderate,2024-01-18 18:11:12,1,1
1234,164,27,1,119,Fit/Finish,FIT-1489,Gap too wide,Major,2024-01-18 18:15:28,0,0
1235,164,24,1,5,Fit/Finish,FIT-2646,Door sag,Minor,2024-01-18 14:28:14,1,1
1236,164,35,1,94,Electrical,ELC-2934,Wire harness damage,Minor,2024-01-18 17:08:09,1,1
1237,165,28,2,38,Fit/Finish,FIT-1097,Panel misalignment,Moderate,2024-01-19 03:41:10,1,1
1238,165,25,1,113,Cosmetic,COS-6129,Scuff mark,Moderate,2024-01-18 22:35:53,1,1
1239,165,25,1,91,Missing Part,MIS-4803,Component missing,Critical,2024-01-18 23:02:09,0,0
1240,165,24,2,202,Fit/Finish,FIT-4208,Gap too wide,Moderate,2024-01-19 01:13:31,1,1
1241,166,49,2,299,Fit/Finish,FIT-5554,Door sag,Minor,2024-01-18 06:13:30,1,0
1242,166,40,3,117,Missing Part,MIS-6930,Component missing,Moderate,2024-01-18 06:01:22,1,1
1243,166,37,1,269,Torque,TRQ-1884,Over-torque,Minor,2024-01-18 08:38:02,1,1
1244,166,41,3,141,Missing Part,MIS-2730,Component missing,Moderate,2024-01-18 06:09:06,0,0
1245,166,40,3,312,Fit/Finish,FIT-1347,Gap too wide,Moderate,2024-01-18 09:30:39,1,0
1246,166,49,3,63,Fit/Finish,FIT-7381,Flush issue,Moderate,2024-01-18 12:47:14,1,1
1247,167,37,1,167,Fluid Leak,LKG-2804,Fuel system leak,Moderate,2024-01-18 15:03:12,1,1
1248,167,39,2,158,Missing Part,MIS-3433,Fastener missing,Moderate,2024-01-18 19:20:44,1,1
1249,167,45,2,70,Fit/Finish,FIT-7130,Panel misalignment,Major,2024-01-18 16:33:06,1,0
1250,167,37,1,261,Fit/Finish,FIT-1996,Flush issue,Moderate,2024-01-18 15:06:23,1,1
1251,167,37,2,198,Fit/Finish,FIT-4146,Gap too wide,Moderate,2024-01-18 19:35:22,0,0
1252,167,48,3,152,Electrical,ELC-9855,Module not responding,Moderate,2024-01-18 17:34:32,1,1
1253,167,37,2,208,Torque,TRQ-2461,Over-torque,Minor,2024-01-18 20:07:35,1,0
1254,167,43,1,260,Fit/Finish,FIT-4572,Door sag,Minor,2024-01-18 16:45:05,1,1
1255,167,47,2,44,Fluid Leak,LKG-8708,Fuel system leak,Minor,2024-01-18 16:30:24,1,0
1256,168,47,1,225,Fit/Finish,FIT-9851,Flush issue,Minor,2024-01-18 22:28:50,1,1
1257,168,46,2,224,Electrical,ELC-4409,Wire harness damage,Minor,2024-01-19 02:19:37,1,0
1258,168,42,3,108,Fit/Finish,FIT-4432,Door sag,Minor,2024-01-19 04:08:51,1,1
1259,168,48,2,251,Fit/Finish,FIT-6272,Panel misalignment,Moderate,2024-01-19 02:47:55,1,0
1260,168,37,1,226,Missing Part,MIS-4524,Clip not installed,Major,2024-01-18 23:15:44,1,1
1261,168,49,3,253,Missing Part,MIS-7576,Clip not installed,Moderate,2024-01-19 03:18:31,1,1
1262,168,39,2,105,Electrical,ELC-8205,Wire harness damage,Minor,2024-01-19 04:49:03,1,1
1263,168,39,2,253,Fit/Finish,FIT-7901,Panel misalignment,Critical,2024-01-18 23:06:25,0,0
1264,169,12,1,132,Weld Defect,WLD-6422,Porosity,Major,2024-01-19 08:27:10,0,0
1265,169,8,2,206,Cosmetic,COS-2821,Scuff mark,Minor,2024-01-19 08:37:39,1,1
1266,169,8,3,116,Cosmetic,COS-8626,Scuff mark,Major,2024-01-19 11:05:40,1,1
1267,169,6,2,190,Weld Defect,WLD-5795,Crack in weld,Minor,2024-01-19 06:13:57,1,1
1268,169,5,2,21,Weld Defect,WLD-4107,Porosity,Minor,2024-01-19 08:13:25,1,0
1269,169,5,2,273,Cosmetic,COS-9494,Dent,Minor,2024-01-19 10:48:50,1,1
1270,169,6,2,149,Fit/Finish,FIT-6628,Door sag,Minor,2024-01-19 08:23:27,1,1
1271,169,10,2,86,Weld Defect,WLD-2417,Weld spatter,Minor,2024-01-19 08:38:49,1,1
1272,169,9,1,9,Cosmetic,COS-1770,Scratch,Minor,2024-01-19 08:06:24,1,0
1273,169,3,1,250,Cosmetic,COS-4180,Stain,Major,2024-01-19 12:19:56,1,1
1274,169,7,1,143,Cosmetic,COS-3577,Scratch,Minor,2024-01-19 12:58:14,1,1
1275,169,1,3,310,Weld Defect,WLD-5789,Incomplete weld,Minor,2024-01-19 06:15:17,1,1
1276,170,8,1,170,Fit/Finish,FIT-4851,Flush issue,Moderate,2024-01-19 18:49:02,1,1
1277,170,2,3,158,Weld Defect,WLD-6837,Crack in weld,Major,2024-01-19 20:35:45,0,0
1278,170,7,1,9,Fit/Finish,FIT-5451,Gap too wide,Minor,2024-01-19 16:49:04,1,1
1279,170,6,3,299,Fit/Finish,FIT-5158,Flush issue,Moderate,2024-01-19 19:28:17,0,0
1280,170,5,2,332,Cosmetic,COS-4711,Stain,Minor,2024-01-19 17:03:38,1,1
1281,170,8,2,79,Cosmetic,COS-4511,Scratch,Moderate,2024-01-19 14:15:09,1,0
1282,170,5,1,142,Weld Defect,WLD-7704,Weld spatter,Minor,2024-01-19 19:26:19,1,0
1283,170,12,2,173,Weld Defect,WLD-4321,Porosity,Moderate,2024-01-19 14:48:12,1,0
1284,171,3,2,312,Weld Defect,WLD-3444,Crack in weld,Minor,2024-01-20 01:42:54,1,1
1285,171,2,3,283,Cosmetic,COS-1178,Stain,Minor,2024-01-20 04:06:56,1,1
1286,171,6,1,216,Fit/Finish,FIT-4884,Door sag,Minor,2024-01-20 02:58:17,1,1
1287,171,2,3,109,Cosmetic,COS-4930,Dent,Minor,2024-01-20 02:06:35,1,1
1288,171,6,3,73,Weld Defect,WLD-6585,Weld spatter,Moderate,2024-01-20 01:21:05,0,0
1289,171,6,3,159,Weld Defect,WLD-8814,Crack in weld,Minor,2024-01-20 03:30:20,1,1
1290,172,14,2,264,Cosmetic,COS-4971,Dent,Minor,2024-01-19 09:03:28,1,1
1291,172,19,1,118,Cosmetic,COS-3282,Scuff mark,Minor,2024-01-19 12:21:08,1,0
1292,172,15,3,87,Cosmetic,COS-7204,Scuff mark,Minor,2024-01-19 08:45:26,1,1
1293,172,15,1,289,Paint Defect,PNT-7732,Orange peel,Major,2024-01-19 08:05:20,1,1
1294,172,19,2,26,Paint Defect,PNT-1342,Runs/sags,Moderate,2024-01-19 11:02:02,1,1
1295,172,20,1,271,Cosmetic,COS-7979,Dent,Minor,2024-01-19 12:48:51,1,1
1296,172,15,3,78,Paint Defect,PNT-9980,Overspray,Minor,2024-01-19 12:45:54,1,1
1297,172,16,3,37,Cosmetic,COS-8113,Stain,Major,2024-01-19 11:28:57,0,0
1298,172,21,3,282,Cosmetic,COS-5800,Dent,Moderate,2024-01-19 06:16:07,1,1
1299,172,21,3,7,Cosmetic,COS-9694,Scratch,Minor,2024-01-19 09:47:33,1,1
1300,172,17,1,125,Cosmetic,COS-9589,Scuff mark,Minor,2024-01-19 09:38:34,1,1
1301,173,18,1,17,Cosmetic,COS-1480,Stain,Minor,2024-01-19 19:24:03,1,1
1302,173,22,1,32,Cosmetic,COS-3547,Dent,Minor,2024-01-19 20:28:25,1,1
1303,173,21,1,21,Cosmetic,COS-6412,Dent,Moderate,2024-01-19 17:17:15,1,1
1304,173,14,2,42,Paint Defect,PNT-2457,Orange peel,Moderate,2024-01-19 19:52:13,1,1
1305,173,20,2,98,Paint Defect,PNT-9749,Dirt inclusion,Moderate,2024-01-19 14:48:35,1,1
1306,173,17,2,302,Paint Defect,PNT-3312,Runs/sags,Minor,2024-01-19 19:36:45,1,1
1307,173,19,3,59,Paint Defect,PNT-2589,Orange peel,Minor,2024-01-19 14:29:32,1,1
1308,173,22,1,60,Cosmetic,COS-7875,Scuff mark,Minor,2024-01-19 17:35:55,1,1
1309,173,19,1,7,Paint Defect,PNT-6107,Dirt inclusion,Moderate,2024-01-19 14:49:12,1,1
1310,173,20,2,117,Paint Defect,PNT-6736,Orange peel,Minor,2024-01-19 20:12:42,1,1
1311,174,13,3,9,Paint Defect,PNT-2104,Color mismatch,Moderate,2024-01-19 23:47:32,1,1
1312,174,17,2,220,Paint Defect,PNT-7783,Overspray,Major,2024-01-20 03:05:30,0,0
1313,174,22,3,108,Paint Defect,PNT-2008,Dirt inclusion,Moderate,2024-01-20 03:34:52,1,1
1314,174,19,1,101,Paint Defect,PNT-6316,Dirt inclusion,Major,2024-01-19 23:17:03,0,0
1315,174,14,3,8,Cosmetic,COS-2818,Scratch,Minor,2024-01-20 01:49:09,1,1
1316,175,26,3,291,Electrical,ELC-1120,Module not responding,Major,2024-01-19 06:10:18,1,1
1317,175,35,2,249,Missing Part,MIS-3412,Clip not installed,Minor,2024-01-19 09:57:02,1,1
1318,175,32,1,114,Fit/Finish,FIT-6905,Panel misalignment,Minor,2024-01-19 07:45:53,1,1
1319,175,26,2,45,Cosmetic,COS-3263,Scratch,Minor,2024-01-19 08:03:15,1,1
1320,175,27,1,275,Cosmetic,COS-7152,Dent,Minor,2024-01-19 11:58:36,1,1
1321,175,26,1,268,Torque,TRQ-2455,Under-torque,Major,2024-01-19 07:10:10,1,1
1322,175,32,3,33,Electrical,ELC-4969,Connector fault,Minor,2024-01-19 09:50:51,1,1
1323,175,35,3,116,Electrical,ELC-1704,Connector fault,Minor,2024-01-19 07:26:21,1,1
1324,175,35,2,62,Torque,TRQ-2142,Over-torque,Moderate,2024-01-19 09:07:38,1,1
1325,176,25,2,124,Electrical,ELC-5721,Module not responding,Moderate,2024-01-19 17:29:08,0,0
1326,176,28,2,4,Cosmetic,COS-5691,Dent,Minor,2024-01-19 20:30:00,1,0
1327,176,31,3,205,Missing Part,MIS-9639,Component missing,Minor,2024-01-19 15:36:44,1,1
1328,176,32,2,38,Torque,TRQ-7082,Cross-threaded,Minor,2024-01-19 17:24:46,1,1
1329,176,35,2,245,Torque,TRQ-1208,Cross-threaded,Critical,2024-01-19 16:29:12,0,0
1330,176,32,3,311,Fit/Finish,FIT-3760,Gap too wide,Minor,2024-01-19 18:32:56,1,1
1331,176,32,3,311,Cosmetic,COS-2995,Scratch,Moderate,2024-01-19 18:45:30,0,0
1332,176,34,2,110,Missing Part,MIS-5244,Fastener missing,Minor,2024-01-19 15:43:26,1,0
1333,176,33,1,98,Electrical,ELC-2086,Module not responding,Minor,2024-01-19 19:39:43,1,1
1334,177,24,2,22,Torque,TRQ-8904,Cross-threaded,Moderate,2024-01-20 01:41:59,1,1
1335,177,27,3,13,Torque,TRQ-4677,Under-torque,Moderate,2024-01-20 04:03:56,1,1
1336,177,30,1,216,Torque,TRQ-3124,Cross-threaded,Major,2024-01-20 04:24:40,1,1
1337,177,31,2,79,Missing Part,MIS-4436,Fastener missing,Moderate,2024-01-20 04:56:52,1,1
1338,177,32,1,148,Fit/Finish,FIT-9557,Door sag,Minor,2024-01-20 01:29:31,1,1
1339,177,27,2,211,Torque,TRQ-2699,Under-torque,Critical,2024-01-20 02:45:06,0,0
1340,177,32,1,297,Electrical,ELC-1147,Wire harness damage,Minor,2024-01-20 01:49:58,1,0
1341,177,31,3,295,Missing Part,MIS-6244,Fastener missing,Minor,2024-01-19 22:55:45,1,0
1342,177,32,3,189,Electrical,ELC-7548,Wire harness damage,Critical,2024-01-20 00:15:57,1,1
1343,177,24,2,212,Missing Part,MIS-5564,Component missing,Moderate,2024-01-20 01:17:31,1,1
1344,177,34,3,237,Cosmetic,COS-9875,Stain,Minor,2024-01-19 23:02:18,1,1
1345,178,46,2,52,Fit/Finish,FIT-1231,Flush issue,Moderate,2024-01-19 11:07:44,1,1
1346,178,37,1,109,Electrical,ELC-9537,Connector fault,Minor,2024-01-19 09:16:22,1,0
1347,178,40,1,166,Torque,TRQ-2594,Cross-threaded,Minor,2024-01-19 06:07:52,1,1
1348,178,44,3,34,Fit/Finish,FIT-3432,Flush issue,Minor,2024-01-19 06:26:51,1,1
1349,178,46,1,282,Fluid Leak,LKG-4350,Fuel system leak,Minor,2024-01-19 07:35:00,0,0
1350,178,37,2,261,Torque,TRQ-6981,Over-torque,Major,2024-01-19 11:43:55,1,1
1351,178,48,3,40,Fluid Leak,LKG-7421,Fuel system leak,Minor,2024-01-19 11:05:03,1,1
1352,179,37,3,217,Electrical,ELC-5827,Wire harness damage,Minor,2024-01-19 20:41:39,0,0
1353,179,47,3,156,Fluid Leak,LKG-2739,Oil leak,Moderate,2024-01-19 16:18:06,1,1
1354,179,42,2,90,Electrical,ELC-1500,Connector fault,Minor,2024-01-19 19:30:53,1,1
1355,179,49,3,262,Electrical,ELC-1920,Module not responding,Minor,2024-01-19 15:18:11,0,0
1356,179,45,1,121,Electrical,ELC-8272,Connector fault,Moderate,2024-01-19 19:58:06,1,0
1357,180,39,1,272,Torque,TRQ-5897,Under-torque,Moderate,2024-01-20 01:12:56,1,0
1358,180,44,3,56,Torque,TRQ-2452,Cross-threaded,Major,2024-01-19 23:08:16,1,1
1359,180,44,1,287,Missing Part,MIS-2882,Fastener missing,Moderate,2024-01-20 01:05:57,1,1
1360,180,42,2,92,Missing Part,MIS-2661,Clip not installed,Minor,2024-01-20 00:54:14,1,1
1361,180,37,2,13,Electrical,ELC-1785,Connector fault,Minor,2024-01-19 22:00:58,1,1
1362,180,39,3,231,Cosmetic,COS-4805,Scratch,Moderate,2024-01-20 04:31:19,1,1
